"tBodyAcc-correlation()-X,Y",tGravityAcc-mean()-X,tGravityAcc-max()-Y,tGravityAcc-max()-Z,tGravityAcc-min()-X,tGravityAcc-min()-Y,tGravityAcc-min()-Z,tGravityAcc-energy()-Y,"tGravityAcc-arCoeff()-X,3","tGravityAcc-arCoeff()-Y,3","tGravityAcc-arCoeff()-Z,2","tGravityAcc-arCoeff()-Z,4",tBodyGyro-max()-X,tBodyGyro-min()-X,"tBodyGyro-correlation()-Y,Z",tBodyAccMag-arCoeff()1,"fBodyAcc-bandsEnergy()-1,8","fBodyAccJerk-bandsEnergy()-1,24",fBodyGyro-maxInds-X,fBodyGyro-maxInds-Z,fBodyAccMag-std(),fBodyAccMag-energy(),"angle(Y,gravityMean)"
0.13194588,0.95419361,-0.28034554,-0.018279905,0.97384493,-0.23540523,-0.011160708,-0.88526668,-0.2780519,0.040235434,0.21906906,0.23878738,-0.88396171,0.84198968,-0.14512827,0.37553287,-0.99999483,-0.99996637,-1.0,-0.93103448,-0.99500518,-0.99992749,0.26209013
0.14266263,0.95458893,-0.28034554,-0.018208879,0.97436858,-0.23064937,-0.0083157299,-0.88663004,-0.24584944,-0.19280261,0.010519388,0.019912715,-0.88515685,0.84198968,-0.12015216,0.56692166,-0.99999801,-0.99997928,-0.86666667,-0.79310345,-0.99864097,-0.99997427,0.26110336
-0.99084317,0.87409866,0.15158093,0.40688316,0.84957326,-0.19754314,0.11301998,-0.95460358,-0.91230496,-0.98563708,0.99917535,0.99522524,-0.85690913,0.82493137,-0.63115234,-0.68011299,-0.99353977,-0.99978756,-1.0,-1.0,-0.19941645,-0.66472232,0.054216165
-0.92931336,0.83566368,0.15158093,0.40688316,0.84957326,0.1212898,0.38425838,-0.93761402,-0.96854914,-0.98779076,0.96468337,0.97696869,-0.89336443,0.83426679,-0.92411172,-0.20433788,-0.99972524,-0.99995521,-1.0,-1.0,-0.93096339,-0.9970138,-0.027044798
-0.83824416,0.83695957,0.14608124,0.39142898,0.85049913,0.16770112,0.38425838,-0.94407951,-0.77303734,-0.92011409,0.68868295,0.67952194,-0.89029284,0.83998948,-0.98405056,0.05450173,-0.9999363,-0.99998126,-1.0,-1.0,-0.9712139,-0.99929022,-0.021566893
-0.026317204,0.83878762,0.14121255,0.37614708,0.85834757,0.16770112,0.36469057,-0.94494809,-0.63738602,-0.55701822,0.88999113,0.92777936,-0.63032163,0.56901685,0.73078584,-0.50447927,-0.97956498,-0.99267391,-0.93333333,-0.93103448,-0.53386872,-0.87523456,-0.020755925
-0.48927158,0.81080506,0.28506416,0.4400583,0.71629126,0.17443494,0.36126111,-0.90699628,-0.83517288,-0.6775751,0.91727144,0.92517611,-0.63032163,0.56901685,0.6206047,-0.59658465,-0.96181253,-0.98866111,-0.93333333,-0.93103448,-0.4881476,-0.86636946,-0.053538987
-0.96116524,0.70308608,0.39183539,0.48546096,0.62498772,0.19868948,0.36126111,-0.77223124,-0.79787764,-0.88033049,0.87194587,0.86624981,-0.72915049,0.8381341,-0.49459284,-0.81543473,-0.97505203,-0.99668282,-1.0,-1.0,-0.47811404,-0.8632297,-0.14254902
-0.9105816,0.6182581,0.39281965,0.48546096,0.62498772,0.34623514,0.4572025,-0.64576277,-0.98705964,-0.95360089,0.9847257,0.98192413,-0.88720268,0.8381341,-0.5508857,-0.46471086,-0.99848484,-0.9999197,-1.0,-1.0,-0.90262603,-0.99331243,-0.21333904
-0.94519479,0.6220655,0.39281965,0.47877527,0.62614858,0.43370891,0.46379792,-0.62990781,-0.92491384,-0.92074588,0.86871496,0.86261377,-0.89334493,0.84077414,-0.82658221,-0.042807522,-0.99953761,-0.99997218,-1.0,-1.0,-0.95600866,-0.99862551,-0.22111662
-0.56236174,0.62745102,0.37855379,0.45347256,0.65132063,0.43370891,0.46379792,-0.63811378,-0.92942809,-0.76486965,0.78871109,0.80630545,-0.88885998,0.84174423,-0.6252721,0.39177618,-0.99993791,-0.9999854,-1.0,-1.0,-0.99428267,-0.99994398,-0.21772934
-0.42516976,0.62532313,0.37855379,0.45347256,0.65132063,0.43508944,0.46583901,-0.63568795,-0.54856258,-0.026527931,0.087409964,0.086953817,-0.88865141,0.84512874,-0.63934445,0.48517375,-0.99997069,-0.99997843,-0.2,-1.0,-0.99914369,-0.99998966,-0.2189352
-0.3349185,0.62577398,0.37906927,0.45297816,0.65179327,0.43715959,0.46583901,-0.63507009,-0.41000953,0.077227879,0.17452078,0.18316805,-0.88702141,0.8455235,-0.22948743,0.28968221,-0.99997111,-0.99996106,-1.0,-1.0,-0.99473344,-0.99994542,-0.21916689
0.091107372,0.89093772,0.15701761,0.32877176,0.89503171,0.11467318,0.32643081,-0.965553,-0.9609344,-0.97755888,0.79071757,0.80631965,-0.94512331,0.7447236,0.55173462,-0.26899364,-0.99965722,-0.99983531,-1.0,-1.0,-0.95362659,-0.99800238,0.0061411057
-0.68810256,0.87653997,0.11045559,0.31816978,0.89495487,0.11750282,0.32643081,-0.95969232,-0.73614716,-0.93312137,0.45136699,0.45127241,-0.90988597,0.76524083,-0.042144153,0.062678045,-0.99992054,-0.99992484,-1.0,-1.0,-0.94488385,-0.9981116,-0.0030485384
-0.068030921,0.87482213,0.11069293,0.31370149,0.89495487,0.15705003,0.32602192,-0.95174373,-0.55575604,-0.90013523,0.22418371,0.2621744,-0.89306907,0.80100212,0.60486936,0.17341212,-0.99998078,-0.99995273,-1.0,-1.0,-0.99538682,-0.99994806,-0.013061244
-0.23155646,0.8764618,0.11069293,0.31338527,0.89682418,0.16094201,0.32550439,-0.95225008,-0.53071067,0.25946517,0.2077236,0.24603186,-0.88427725,0.828909,-0.053418344,0.15998704,-0.99996966,-0.99995189,-1.0,-1.0,-0.99409828,-0.99991896,-0.012405519
-0.22899227,0.87645385,0.11265524,0.31226721,0.89708448,0.16094201,0.32550439,-0.95273563,-0.61212863,0.050518082,0.14113931,0.19845662,-0.88304846,0.84181316,-0.075413977,0.12490326,-0.99997375,-0.99997051,-1.0,-1.0,-0.99271444,-0.99990101,-0.011866506
-0.53852513,0.87538094,0.11441559,0.31226721,0.89639725,0.16114168,0.32537929,-0.9504103,-0.60475073,-0.13285045,0.50071993,0.59002545,-0.88219188,0.85028275,-0.008998401,0.12619287,-0.99995817,-0.99998178,-1.0,-1.0,-0.99326591,-0.99990846,-0.014516278
-0.57669161,0.87579788,0.11441559,0.3122656,0.89639725,0.16424515,0.3216864,-0.95019443,-0.40759922,-0.26611325,0.48701564,0.49436852,-0.88219188,0.84817627,-0.49023117,0.15392026,-0.99996393,-0.99997101,-1.0,-1.0,-0.99349154,-0.99992142,-0.014783523
-0.36229685,0.87599536,0.11452424,0.31125911,0.89651331,0.16424515,0.3216864,-0.95078908,-0.30454438,-0.37912961,0.4466005,0.44793169,-0.88580301,0.84724902,-0.23965602,0.25959146,-0.99998786,-0.99996037,-1.0,-0.93103448,-0.99681386,-0.99997345,-0.014168187
-0.28376706,0.87478155,0.11586273,0.30950697,0.8963139,0.16504084,0.32193868,-0.94877602,-0.34202382,-0.19912359,0.4168477,0.45102806,-0.88568532,0.84720993,-0.2179589,0.5108614,-0.99998969,-0.99997115,-0.8,-1.0,-0.99838757,-0.99998071,-0.016451134
-0.1916099,0.87474639,0.11586273,0.31047821,0.8963139,0.16844061,0.3219711,-0.94831321,-0.19277661,-0.05847535,0.37635859,0.40191318,-0.88568532,0.84567995,-0.52013163,0.46610292,-0.99998515,-0.99996532,-1.0,-1.0,-0.9971598,-0.9999587,-0.016965715
-0.28922021,0.8742316,0.11802751,0.3119598,0.89443607,0.16844061,0.3219711,-0.94823201,-0.26097663,0.028159998,0.36960837,0.38506266,-0.88760392,0.84567995,-0.36396771,0.31971511,-0.99998138,-0.99993884,-0.93333333,-1.0,-0.99478688,-0.99993519,-0.017046458
-0.52365629,0.87324201,0.11814495,0.3119598,0.89441143,0.16910986,0.32277681,-0.94705191,-0.30028301,-0.078919954,0.42175286,0.44205682,-0.88681081,0.84638493,-0.53704691,0.23166246,-0.99997837,-0.99995786,-1.0,-1.0,-0.99365615,-0.99993461,-0.018360329
-0.44815828,0.87410872,0.11814495,0.31101375,0.89441143,0.16737981,0.32198032,-0.94825608,-0.34489949,0.12786813,0.147497,0.14617285,-0.88681081,0.8439367,-0.58580627,0.32144647,-0.99998529,-0.99996769,-0.86666667,-1.0,-0.99473486,-0.99994205,-0.017047243
0.49259942,-0.25504375,0.72922751,0.61912072,-0.28910234,0.78650142,0.57843842,0.21233212,-0.85449568,-0.13588974,0.83106826,0.82400843,-0.80512776,0.82613294,-0.48384633,-0.56793796,-0.99548334,-0.99859154,-0.73333333,-1.0,-0.83619631,-0.98426486,-0.55335148
-0.38814507,-0.21014776,0.72922751,0.57656471,-0.19419584,0.78712383,0.57843842,0.21002685,-0.96787663,-0.26460546,0.81237378,0.81511595,-0.8541759,0.85191267,-0.83510161,0.30315973,-0.99977161,-0.99995003,-1.0,-1.0,-0.97848445,-0.99955096,-0.55036444
-0.19946053,-0.20876483,0.72518563,0.57673721,-0.16510276,0.78665169,0.58983598,0.20332807,-0.67012313,0.038848688,0.59665293,0.62685423,-0.87303756,0.84759369,0.56614233,0.47328138,-0.99996422,-0.99996977,-1.0,-1.0,-0.99677722,-0.99995265,-0.54672465
-0.38771752,-0.20956406,0.72357116,0.57673721,-0.16510276,0.78619681,0.59186563,0.2014531,-0.51781959,-0.22045403,0.19727246,0.30804691,-0.88326975,0.8463354,0.18645333,0.66726788,-0.9999914,-0.99996162,-1.0,-1.0,-0.99844942,-0.99998593,-0.54647681
-0.27673377,-0.20874807,0.72351873,0.57656984,-0.16347696,0.78619681,0.59097868,0.20127172,-0.49014427,-0.10303751,0.29555051,0.34114142,-0.88844616,0.84620948,0.22752239,0.52387075,-0.99999111,-0.99996923,-1.0,-1.0,-0.99828295,-0.9999809,-0.54671226
-0.00056944153,-0.20871697,0.72351892,0.57636895,-0.16308855,0.78638623,0.59097868,0.20204511,-0.46771931,0.38275484,0.22613322,0.26105499,-0.88850698,0.84500089,-0.051786571,0.42335466,-0.99999255,-0.99994254,-0.6,-0.37931034,-0.99650887,-0.99994911,-0.54685884
-0.033535332,-0.20863346,0.72356338,0.57636895,-0.16325144,0.78655448,0.59155497,0.20222787,-0.4758431,0.26680972,0.16335716,0.20876443,-0.88690919,0.84500089,0.57338054,0.47670727,-0.9999898,-0.99993287,-0.4,-1.0,-0.99629933,-0.99995596,-0.54671715
-0.18833302,-0.20856027,0.72356338,0.57733759,-0.16325144,0.78504206,0.59170357,0.2003948,-0.41110633,-0.0088032866,0.37947132,0.43378255,-0.88690919,0.84610921,0.49324949,0.26616345,-0.99999226,-0.99995966,-1.0,-1.0,-0.99533504,-0.99993243,-0.54624972
-0.33115301,-0.20760682,0.72298922,0.57733759,-0.16324532,0.78503566,0.59236945,0.19788152,-0.47366337,0.28391531,0.389767,0.42152481,-0.88709861,0.84688234,0.5286458,0.1533475,-0.99999114,-0.9999608,-1.0,-1.0,-0.99435238,-0.99991921,-0.54555047
-0.36586373,-0.20636268,0.72195521,0.57924446,-0.16163737,0.78402049,0.59239306,0.19597683,-0.49923111,0.42245942,0.26446831,0.28341775,-0.88704158,0.84706449,0.48928441,0.40317196,-0.99997926,-0.9999416,-0.6,-1.0,-0.99745177,-0.99994797,-0.54467991
-0.27195948,-0.20649916,0.72215517,0.57924446,-0.16166286,0.78402049,0.59331901,0.1955391,-0.41426665,0.14377715,0.30481659,0.34925033,-0.88651809,0.84513704,0.46903841,0.46827528,-0.9999933,-0.99994013,-0.33333333,-1.0,-0.99729675,-0.99996508,-0.54419774
-0.20704416,-0.20702615,0.7221935,0.57982023,-0.16166323,0.78418985,0.5938509,0.19698672,-0.32893297,-0.26385359,0.20094892,0.25751525,-0.88651809,0.84513704,0.55618642,0.51729933,-0.99999811,-0.99994385,-1.0,-1.0,-0.9986522,-0.99998544,-0.54444236
-0.27441241,-0.20699211,0.7221935,0.58018749,-0.16166323,0.78468248,0.59385436,0.19649751,-0.30242409,-0.15188958,0.034896525,0.054975457,-0.88729264,0.84648464,0.58474853,0.66383564,-0.99999225,-0.99993381,-0.4,-1.0,-0.99863947,-0.99998656,-0.54399111
-0.86499754,0.044743889,0.74614387,0.53123587,-0.034266092,0.64514204,0.34610209,0.16687362,-0.96188107,-0.75692061,0.92252504,0.91723017,-0.62475119,0.8897609,-0.163472,-0.26728264,-0.92606641,-0.9979677,-0.93333333,-1.0,-0.47576196,-0.8259663,-0.53610387
-0.83598551,-0.047727828,0.74614387,0.53123587,-0.034266092,0.76798308,0.54146828,0.19457285,-0.9677794,-0.92103117,0.79527659,0.87341306,-0.77855405,0.86974683,0.70433513,-0.16969368,-0.99867751,-0.99978234,-1.0,-1.0,-0.91479967,-0.99618379,-0.54409199
0.79665129,-0.041699844,0.71852391,0.59372508,-0.11339119,0.74281751,0.54146828,0.15464938,-0.88094999,-0.7180372,0.8854102,0.90224357,-0.68235859,-0.033978851,-0.85731708,-0.66083594,-0.90901427,-0.99185031,-1.0,-1.0,0.085678963,-0.42883075,-0.53412217
0.83571925,-0.18770377,0.71852391,0.7636324,-0.36104164,0.63328245,0.5426484,0.0088264581,-0.89044929,-0.70737813,0.88381332,0.883775,-0.62240234,-0.033978851,-0.83849353,-0.6890107,-0.91005876,-0.99124806,-1.0,-1.0,-0.11108042,-0.61367067,-0.48844315
0.78647415,-0.35145953,0.67692652,0.7636324,-0.36185847,0.63328245,0.61363528,-0.12368006,-0.99289579,-0.88203608,0.96645221,0.96164573,-0.62240234,0.71890741,-0.44118205,-0.84769649,-0.9741029,-0.99917143,-0.8,-0.93103448,-0.80375155,-0.9733478,-0.43127083
-0.25492708,-0.33939193,0.70576907,0.76326619,-0.36185847,0.63874326,0.63683422,-0.010086281,-0.76121314,-0.66111836,0.82118672,0.83219785,-0.68760261,0.0019350209,-0.59163265,-0.32217167,-0.96139375,-0.99294303,-0.93333333,-1.0,-0.73690231,-0.95241914,-0.46594003
0.3300118,-0.74182101,0.50525393,0.99232072,-0.71024001,-0.079831528,0.77041697,-0.84957496,-0.87092849,-0.97357308,0.67293278,0.6613662,-0.76295445,0.55445949,-0.4910548,-0.49982374,-0.9972527,-0.99415651,-1.0,-1.0,-0.026812389,-0.54693476,-0.034019619
-0.74555209,-0.75672502,0.090769079,0.99232072,-0.71024001,-0.080349227,0.99103257,-0.99015441,-0.64067638,-0.96588811,0.94463983,0.96169889,-0.76295445,0.88844326,-0.29290844,-0.61429456,-0.9996427,-0.9995994,-1.0,-0.93103448,-0.77156888,-0.96650477,0.12501854
-0.40577154,-0.75607738,-0.071104201,0.98391227,-0.70250277,-0.080349227,0.99385755,-0.99407607,-0.17570203,-0.94881034,0.40588809,0.39695002,-0.7951641,0.86593563,-0.28237283,-0.032125526,-0.99990369,-0.99960639,-1.0,-1.0,-0.91127373,-0.99541345,0.13180225
0.013951068,-0.75875146,-0.066390056,0.98073541,-0.70250277,-0.032167846,0.99409287,-0.99846457,-0.48813201,-0.94601282,0.29719639,0.31735536,-0.84127814,0.84802983,-0.69659958,0.3607517,-0.99997908,-0.99995156,-1.0,-1.0,-0.9894907,-0.9998513,0.11596031
0.24278476,-0.75643925,-0.060686767,0.98081657,-0.70197237,-0.017830709,0.99870606,-0.99904071,-0.46852326,-0.62336767,0.066588285,0.15545371,-0.86270212,0.84100436,-0.36494466,0.35819912,-0.99997028,-0.99993067,-1.0,-1.0,-0.99151132,-0.99988873,0.11174753
0.016112743,-0.75507694,-0.0575499,0.98081657,-0.69884244,-0.012459688,0.99820036,-0.99946454,-0.35478642,-0.29864788,0.090316481,0.1655723,-0.88457868,0.83907399,0.15680128,0.40920583,-0.99997673,-0.99991327,-1.0,-0.93103448,-0.99567097,-0.99993947,0.1079178
-0.12484573,0.94530277,-0.25256414,-0.02416681,0.96074833,-0.24815121,-0.04772735,-0.89948829,-0.49650202,-0.22348866,0.62253257,0.64846406,-0.49834193,0.26855103,0.032063043,0.071633848,-0.84374996,-0.6407566,-1.0,-0.5862069,-0.39958295,-0.70487363,0.25243212
-0.212158,0.941113,-0.25256414,-0.031451563,0.95340699,-0.24372211,-0.04772735,-0.893938,-0.50188202,-0.22637429,0.52335933,0.57692155,-0.39904206,0.29281497,0.14632584,0.046100766,-0.75583508,-0.57336794,-0.26666667,-0.5862069,-0.42303003,-0.68575276,0.25691881
-0.18770425,0.9463639,-0.27006233,-0.027423611,0.95340699,-0.24412591,-0.031593705,-0.88293505,-0.60303819,-0.23280418,0.35354993,0.39269318,-0.39904206,0.44809324,0.16578968,0.13941592,-0.75580311,-0.69023457,-0.93333333,-0.5862069,-0.43685834,-0.71965984,0.2644517
-0.1957822,0.95244515,-0.27325496,-0.027423611,0.96273657,-0.24412591,-0.033283992,-0.88716023,-0.54890319,-0.26310812,0.41037151,0.46157317,-0.41751554,0.22175261,0.09117504,0.089020914,-0.73322062,-0.62276242,-0.26666667,-0.5862069,-0.37621527,-0.6711534,0.26085042
-0.22496592,0.94712514,-0.27359495,-0.027033539,0.96076124,-0.23065832,-0.033283992,-0.88977821,-0.54403881,-0.17686054,0.40858142,0.45970974,-0.46168099,0.22175261,0.094166194,-0.013517842,-0.70461379,-0.66841999,-0.26666667,-0.5862069,-0.38785963,-0.68391406,0.25962894
-0.15177642,0.94574875,-0.26542148,-0.027033539,0.96076124,-0.22854594,-0.033246229,-0.8918914,-0.58436483,-0.28485414,0.31357473,0.3581308,-0.50342825,0.38185823,0.11645794,-0.080544239,-0.65736226,-0.73208166,-0.26666667,-0.5862069,-0.37817216,-0.70471339,0.25825832
-0.042306553,0.95021213,-0.25345705,-0.023631945,0.96667248,-0.22668294,-0.027960583,-0.90066864,-0.47786096,-0.27516794,0.22171988,0.2612491,-0.50342825,0.40997793,0.10123005,-0.060648025,-0.72443601,-0.59852532,-0.33333333,-0.5862069,-0.40610227,-0.70196345,0.2512184
-0.04756858,0.94913033,-0.25323378,-0.023631945,0.96117913,-0.2137148,-0.026755435,-0.90760669,-0.36562617,-0.16973337,0.23686972,0.27454308,-0.53923733,0.36347637,0.089979894,0.099839719,-0.796629,-0.50192191,-0.33333333,-0.5862069,-0.42757093,-0.69939964,0.24608543
-0.20380286,0.94691727,-0.27383035,0.008912625,0.95787983,-0.2653281,-0.066073,-0.88497202,-0.64258496,-0.31873091,0.69941204,0.71883643,-0.52838613,0.29240461,0.04536196,-0.09730924,-0.83698894,-0.74403272,-0.33333333,-0.5862069,-0.46375538,-0.76474809,0.26295137
-0.2104071,0.94686993,-0.27206794,-0.011011014,0.96270813,-0.23106739,-0.050490922,-0.8909612,-0.47964232,-0.15133204,0.62143512,0.67892768,-0.52703304,0.29240461,0.07965874,0.053010495,-0.74915784,-0.67338793,-0.26666667,-0.5862069,-0.40834585,-0.70808264,0.25875981
-0.20248144,0.9454189,-0.27206794,-0.02576121,0.96171457,-0.22684894,-0.050421949,-0.89201191,-0.37215986,-0.13333122,0.47900974,0.52326269,-0.50348732,0.37631719,0.017173934,0.13822487,-0.73939389,-0.67480751,-0.26666667,-0.5862069,-0.39548541,-0.7207266,0.25819326
-0.19552448,0.94193674,-0.27410086,-0.02576121,0.95376412,-0.22702946,-0.036270806,-0.89101783,-0.44731263,-0.0081134283,0.49381104,0.53654766,-0.50348732,0.37631719,0.033696891,0.075965531,-0.73916682,-0.599763,-0.26666667,-0.5862069,-0.4324654,-0.71598817,0.25932627
